system:index,B1,B11,B12,B2,B3,B4,B5,B8,B4/B11+B12,B3/B5,B2+b3/B1+B2+B4,B3+B5/B1+B4,B3/(b1+b4),B12/B11,B11/B12,B3/B4,B4/B3,B4/B1,(B3+B4)/B3,(B2+B3)/(B1+B4),DQO_TOT,P_TOT,pH_CAMPO,OD_mg/L,TURBIEDAD,SST,SDT,COLOR_VER,N_NH3,N_NO2,N_NO3,N_ORG,N_TOT,N_TOTK,n_images,nombre,range_end,range_start,target_date,.geo
14_5,0.151099995,0.069200002,0.0403,0.113200001,0.086999997,0.0614,0.066,0.079700001,0.560730583,1.318181787,0.614676086,0.720000004,0.69364754,0.582369935,1.530359268,1.332677154,0.750369282,1.085470102,1.750369282,1.569672167,59.33,3.02578,7.8,6.39,29,50.5,1308.16,25,5.061073,1.323424,6.792492,5.87459,19.051579,10.935663,4,Punto_6,5/27/2018,3/27/2018,4/26/2018,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
15_5,0.151099995,0.142100006,0.071099997,0.113200001,0.098700002,0.068800002,0.101099998,0.112300001,0.322701695,0.976261167,0.636145314,0.908594826,0.855457199,0.500351818,2.183525884,1.41693807,0.705747147,1.523573184,1.705747147,1.968534887,22.54,1.17992,8.1,6.92,6.5,11,926.08,25,1.090153,2.440548,7.132111,0.00873,10.671542,1.098883,8,Punto_6,7/9/2018,5/9/2018,6/8/2018,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
16_5,0.123599999,0.060600001,0.034899998,0.088600002,0.076700002,0.059900001,0.066799998,0.048300002,0.627225139,1.148203652,0.607497256,0.782016353,0.70550395,0.575907552,1.063335595,1.434593001,0.697061814,0.967651275,1.697061814,1.514653359,23.77,2.44511,7.5,8.84,33,30,839.04,50,6.473399,0.912149,6.489912,0.8185,14.69396,7.291899,3,Punto_6,11/8/2018,9/8/2018,10/8/2018,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
17_5,0.124150001,0.064000003,0.037300002,0.090300001,0.075900003,0.059799999,0.066849999,0.046549998,0.590325727,1.135377776,0.606016423,0.776026109,0.809071758,0.582812501,2.039603892,1.280467464,0.780964787,1.716332474,1.780964787,1.743670946,28.31,1.58387,8.2,10.17,4.9,21.67,1211.52,15,10.57575,2.020838,8.237898,0,20.834486,10.57575,6,Punto_6,12/13/2018,10/13/2018,11/12/2018,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
18_5,0.123000003,0.066249996,0.0418,0.08935,0.068549998,0.050799999,0.064049996,0.041900001,0.470152718,1.070257641,0.600037988,0.762945871,0.781668411,0.630943427,1.939843666,1.269230846,0.78787874,1.603217053,1.78787874,1.711637519,60.41,2.75578,7.1,9.41,21,25,1223.04,50,11.621893,1.145836,9.239569,0.81002,22.817318,12.431913,4,Punto_6,2/14/2019,12/15/2018,1/14/2019,"{""type"":""Point"",""coordinates"":[-100.04244000000001,25.781600000000005]}"
0_6,0.128399998,0.123599999,0.065899998,0.087899998,0.067500003,0.050000001,0.070799999,0.113799997,0.263852251,0.953389883,0.583552394,0.77522423,0.740280764,0.53317151,1.856603925,1.349409428,0.741064928,1.215310997,1.741064928,1.705183581,90,3.193952,7.7,6.08,36,48,1146.88,40,14.849945,0.82093,4.825092,2.412151,22.908118,17.262096,2,Punto_7,3/27/2016,1/26/2016,2/25/2016,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
1_6,0.134000003,0.182300001,0.0792,0.097800002,0.089400001,0.0638,0.094999999,0.229300007,0.243977053,0.941052653,0.633288226,0.932254787,0.582398649,0.434448705,1.038834946,1.350000034,0.740740722,0.758725376,1.740740722,1.340811064,55,2.5962,7.8,6.96,27,35,1157.12,40,16.912712,0.568569,1.966688,1.196588,20.644557,18.1093,2,Punto_7,5/13/2016,3/13/2016,4/12/2016,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
2_6,0.135299996,0.173199996,0.077650003,0.100749999,0.093050003,0.065750003,0.092950001,0.248050004,0.262108842,1.001075865,0.64214713,0.925143029,0.625174835,0.448325663,0.735052125,1.40125394,0.713646522,0.805555556,1.713646522,1.309090933,28.15,2.35458,8.1,7.06,8,11,1798.4,40,9.490211,2.669083,2.652653,1.222863,16.03481,10.713074,4,Punto_7,6/17/2016,4/17/2016,5/17/2016,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
3_6,0.136600003,0.164100006,0.076099999,0.103699997,0.096699998,0.067699999,0.090899996,0.266799986,0.281848447,1.063806398,0.650649337,0.918257431,0.648884234,0.463741599,0.78117782,1.41520911,0.706609357,0.846748232,1.706609357,1.351464395,41.2,3.183685,8.4,9.02,18,21,1932.8,40,15.037431,1.008143,1.568934,1.319472,18.93398,16.356903,2,Punto_7,7/24/2016,5/24/2016,6/23/2016,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
4_6,0.131899998,0.165800005,0.0788,0.090599999,0.085500002,0.057100002,0.086900003,0.260600001,0.233442357,0.983889513,0.629828333,0.912169343,0.672461747,0.475271398,0.832419241,1.42836041,0.700103414,0.889618913,1.700103414,1.39360221,67.3,2.591202,8.1,7.45,35,27,972.16,30,6.297402,1.500846,3.588249,3.429294,14.815791,9.726696,2,Punto_7,8/26/2016,6/26/2016,7/26/2016,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
5_6,0.122699998,0.116999999,0.044100001,0.086300001,0.070299998,0.047499999,0.0656,0.149299994,0.294847917,1.071646305,0.610526314,0.798472386,0.629139078,0.376923094,0.795536752,1.497373018,0.667836263,0.724619309,1.667836263,1.295805726,9,1.7503,7.6,7.13,7.2,9,1076.48,25,6.064168,2.448197,5.482851,1.316983,15.312199,7.381151,2,Punto_7,10/5/2016,8/5/2016,9/4/2016,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
6_6,0.121600002,0.107100002,0.0537,0.086300001,0.070699997,0.046599999,0.0691,0.095700003,0.289800985,1.023154809,0.616895862,0.831153367,0.767467219,0.501400549,1.048717946,1.479999975,0.675675687,1.077097457,1.675675687,1.709606954,35.55,1.16795,8.2,7.12,13,21,1260.8,30,7.5083,1.82569,8.12196,1.66112,19.11707,9.16942,3,Punto_7,3/25/2017,1/23/2017,2/22/2017,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
7_6,0.124250002,0.141200006,0.067599997,0.089649998,0.08145,0.056850001,0.080799997,0.204899997,0.272270117,1.008044599,0.631948282,0.895913828,0.704885323,0.478753499,1.135387481,1.517167353,0.659123068,0.867783967,1.659123068,1.56530408,50.93,3.97275,7.5,7.39,25,39.7,919.68,30,10.27019,0.96859,6.7081,1.42492,19.3718,11.69511,3,Punto_7,5/5/2017,3/5/2017,4/4/2017,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
8_6,0.139400005,0.174099997,0.086099997,0.1105,0.109350003,0.085349999,0.098899998,0.248950005,0.328016915,1.105662343,0.65577927,0.92658508,0.654479724,0.494543359,0.879957485,1.432717655,0.697974229,0.840976388,1.697974229,1.374849342,41.31,1.12224,7.2,6.42,22,17.3,944.64,30,2.34038,0.53587,11.29299,1.69275,15.86199,4.03313,2,Punto_7,6/16/2017,4/16/2017,5/16/2017,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
9_6,0.141550004,0.167850003,0.080349997,0.116700001,0.114349999,0.093850002,0.100249998,0.239500001,0.37812249,1.140648384,0.656205609,0.911639725,0.637795308,0.478701194,0.800689305,1.281195127,0.780521233,0.991289224,1.780521233,1.282298094,57.01,3.29104,7.5,6.87,32,41,1104.64,20,9.464705,0.495049,7.529853,0,17.489607,9.464705,2,Punto_7,7/28/2017,5/28/2017,6/27/2017,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
10_6,0.134200007,0.119999997,0.0625,0.099200003,0.086099997,0.072499998,0.081900001,0.092299998,0.397260268,1.051282009,0.605753499,0.812772104,0.656429389,0.520833345,0.843312495,1.218433633,0.820725867,1.168015004,1.820725867,1.326349034,11,1.83088,7.6,7.03,8.5,17.5,1161.6,30,5.173765,0.98079,6.837186,0,12.991741,5.173765,1,Punto_7,9/8/2017,7/9/2017,8/8/2017,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
11_6,0.136099994,0.119999997,0.068800002,0.115400001,0.108549997,0.092050001,0.090400003,0.134749994,0.487552972,1.200774267,0.651870181,0.872014045,0.637777767,0.573333366,1.118333414,1.187586202,0.842044138,1.159999967,1.842044138,1.372592614,83.77,2.99228,7.9,7.44,34,32.67,730.88,50,13.66911,0.41285,1.635,0.11518,15.83214,13.78429,4,Punto_7,10/19/2017,8/19/2017,9/18/2017,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
12_6,0.128800005,0.094300002,0.049800001,0.087200001,0.063100003,0.043699998,0.063000001,0.069700003,0.303261607,1.001587328,0.57874471,0.731014501,0.674852315,0.528101804,1.134166644,1.179250364,0.847996346,1.337936016,1.847996346,1.392290917,69.44,4.60766,7.7,8.65,32,470,1213.44,25,10.65776,0.77923,5.16277,1.99533,18.59509,12.65309,5,Punto_7,3/11/2018,1/9/2018,2/8/2018,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
13_6,0.121799998,0.0955,0.051100001,0.092699997,0.074199997,0.060899999,0.071400002,0.092299998,0.41541609,1.039215619,0.606027587,0.796934871,0.674866343,0.535078543,1.365853682,1.443936041,0.692551451,0.877509989,1.692551451,1.607486678,47.98,3.1289,7.9,6.62,23,28.67,1270.4,20,7.601915,1.054627,7.925232,2.54933,19.131104,10.151245,5,Punto_7,4/13/2018,2/11/2018,3/13/2018,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
14_6,0.174500003,0.193749994,0.134200007,0.136250004,0.134900004,0.125850007,0.140349999,0.195999995,0.383747543,0.96116854,0.621049012,0.916430808,0.662499974,0.692645217,1.275392651,1.218390774,0.820754738,1.191780785,1.820754738,1.490178522,64.05,1.18745,7.8,6.92,31,39.5,1306.24,25,4.751857,1.367082,6.188564,0,12.307503,4.751857,4,Punto_7,5/27/2018,3/27/2018,4/26/2018,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
15_6,0.146950006,0.146249995,0.073150001,0.1228,0.116099998,0.097149998,0.09905,0.217950001,0.44279854,1.172135265,0.651131086,0.881401044,0.518746382,0.500170969,0.900645207,1.071910975,0.932913295,0.937779438,1.932913295,1.042684075,30.03,1.46365,7.9,6.87,7.4,11,908.16,13,2.25908,1.89624,8.058075,0.97578,13.189175,3.23486,8,Punto_7,7/9/2018,5/9/2018,6/8/2018,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
16_6,0.1171,0.068099998,0.032699998,0.0836,0.067100003,0.045200001,0.056400001,0.076399997,0.448412729,1.18971635,0.612850761,0.760936556,0.681738102,0.480176204,1.004786406,1.195059195,0.836778633,1.328092905,1.836778633,1.402818551,51.99,3.01642,8.1,8.97,45,71,825.6,40,6.121209,0.920699,6.401384,2.97504,16.418332,9.096249,3,Punto_7,11/8/2018,9/8/2018,10/8/2018,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
17_6,0.118500002,0.077849999,0.037900001,0.0832,0.063050002,0.045400001,0.056049999,0.073449999,0.392224632,1.124888549,0.591865643,0.726662591,0.861360763,0.486833671,1.71953016,1.484513301,0.673621448,1.382263106,1.673621448,1.93453149,43.56,3.6123,7.2,7.9,4.6,23,1264.64,25,16.790316,1.407999,7.604623,0,25.802938,16.790316,6,Punto_7,12/13/2018,10/13/2018,11/12/2018,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
18_6,0.119800001,0.099950001,0.052650001,0.081299998,0.05635,0.0394,0.056899998,0.066699997,0.258191348,0.990333952,0.572349266,0.711369331,0.756902766,0.526763387,1.522158037,1.388766527,0.720063438,1.197889186,1.720063438,1.755702266,58.19,2.74202,6.9,9.82,22,31.33,1209.6,50,12.027733,1.133372,10.590473,0,23.751578,12.027733,4,Punto_7,2/14/2019,12/15/2018,1/14/2019,"{""type"":""Point"",""coordinates"":[-100.02404000000001,25.7748]}"
